vehicle_type,Maker,year,quarter,year_quarter,registrations,registrations_last_quarter,QoQ_growth_%
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2023,2,2023-Q2,10,12,16.67
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2023,3,2023-Q3,118,10,1080
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2023,4,2023-Q4,67,118,43.22
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2024,1,2024-Q1,123,67,83.58
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2024,2,2024-Q2,125,123,1.63
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2024,3,2024-Q3,212,125,69.6
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2024,4,2024-Q4,391,212,84.43
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2025,1,2025-Q1,207,391,47.06
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2025,2,2025-Q2,211,207,1.93
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2025,3,2025-Q3,760,211,260.19
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2025,4,2025-Q4,0,760,100
2W,BOUNCE ELECTRIC 1 PVT LTD,2023,1,2023-Q1,1299,,
2W,BOUNCE ELECTRIC 1 PVT LTD,2023,2,2023-Q2,1208,1299,7.01
2W,BOUNCE ELECTRIC 1 PVT LTD,2023,3,2023-Q3,483,1208,60.02
2W,BOUNCE ELECTRIC 1 PVT LTD,2023,4,2023-Q4,575,483,19.05
2W,BOUNCE ELECTRIC 1 PVT LTD,2024,1,2024-Q1,1163,575,102.26
2W,BOUNCE ELECTRIC 1 PVT LTD,2024,2,2024-Q2,275,1163,76.35
2W,BOUNCE ELECTRIC 1 PVT LTD,2024,3,2024-Q3,1458,275,430.18
2W,BOUNCE ELECTRIC 1 PVT LTD,2024,4,2024-Q4,858,1458,41.15
2W,BOUNCE ELECTRIC 1 PVT LTD,2025,1,2025-Q1,1196,858,39.39
2W,BOUNCE ELECTRIC 1 PVT LTD,2025,2,2025-Q2,833,1196,30.35
2W,BOUNCE ELECTRIC 1 PVT LTD,2025,3,2025-Q3,126,833,84.87
2W,BOUNCE ELECTRIC 1 PVT LTD,2025,4,2025-Q4,0,126,100
2W,BRB MEXICO S.A DE C.V,2024,1,2024-Q1,0,,
2W,BRB MEXICO S.A DE C.V,2024,2,2024-Q2,0,0,
2W,BRB MEXICO S.A DE C.V,2024,3,2024-Q3,0,0,
2W,BRB MEXICO S.A DE C.V,2024,4,2024-Q4,1,0,
2W,BSA MOTORS,2023,1,2023-Q1,1,,
2W,BSA MOTORS,2023,2,2023-Q2,0,1,100
2W,BSA MOTORS,2023,3,2023-Q3,0,0,
2W,BSA MOTORS,2023,4,2023-Q4,1,0,
2W,BSA MOTORS,2024,1,2024-Q1,0,1,100
2W,BSA MOTORS,2024,2,2024-Q2,0,0,
2W,BSA MOTORS,2024,3,2024-Q3,1,0,
2W,BSA MOTORS,2024,4,2024-Q4,0,1,100
2W,BU4 AUTO PVT LTD,2024,1,2024-Q1,0,,
2W,BU4 AUTO PVT LTD,2024,2,2024-Q2,0,0,
2W,BU4 AUTO PVT LTD,2024,3,2024-Q3,0,0,
2W,BU4 AUTO PVT LTD,2024,4,2024-Q4,1,0,
2W,BU4 AUTO PVT LTD,2025,1,2025-Q1,0,1,100
2W,BU4 AUTO PVT LTD,2025,2,2025-Q2,50,0,
2W,BU4 AUTO PVT LTD,2025,3,2025-Q3,50,50,0
2W,BU4 AUTO PVT LTD,2025,4,2025-Q4,0,50,100
2W,CHANDANA CORPORATION,2023,1,2023-Q1,166,,
2W,CHANDANA CORPORATION,2023,2,2023-Q2,128,166,22.89
2W,CHANDANA CORPORATION,2023,3,2023-Q3,129,128,0.78
2W,CHANDANA CORPORATION,2023,4,2023-Q4,78,129,39.53
2W,CHANDANA CORPORATION,2024,1,2024-Q1,50,78,35.9
2W,CHANDANA CORPORATION,2024,2,2024-Q2,46,50,8
2W,CHANDANA CORPORATION,2024,3,2024-Q3,25,46,45.65
2W,CHANDANA CORPORATION,2024,4,2024-Q4,43,25,72
2W,CHANDANA CORPORATION,2025,1,2025-Q1,17,43,60.47
2W,CHANDANA CORPORATION,2025,2,2025-Q2,38,17,123.53
2W,CHANDANA CORPORATION,2025,3,2025-Q3,61,38,60.53
2W,CHANDANA CORPORATION,2025,4,2025-Q4,0,61,100
2W,CHETAK TECHNOLOGY LIMITED,2023,1,2023-Q1,627,,
2W,CHETAK TECHNOLOGY LIMITED,2023,2,2023-Q2,474,627,24.4
2W,CHETAK TECHNOLOGY LIMITED,2023,3,2023-Q3,11,474,97.68
2W,CHETAK TECHNOLOGY LIMITED,2023,4,2023-Q4,74,11,572.73
2W,CHETAK TECHNOLOGY LIMITED,2024,1,2024-Q1,4,74,94.59
2W,CHETAK TECHNOLOGY LIMITED,2024,2,2024-Q2,0,4,100
2W,CHETAK TECHNOLOGY LIMITED,2024,3,2024-Q3,0,0,
2W,CHETAK TECHNOLOGY LIMITED,2024,4,2024-Q4,0,0,
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2023,1,2023-Q1,0,,
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2023,2,2023-Q2,21,0,
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2023,3,2023-Q3,83,21,295.24
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2023,4,2023-Q4,31,83,62.65
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2024,1,2024-Q1,73,31,135.48
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2024,2,2024-Q2,38,73,47.95
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2024,3,2024-Q3,110,38,189.47
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2024,4,2024-Q4,115,110,4.55
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2025,1,2025-Q1,67,115,41.74
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2025,2,2025-Q2,48,67,28.36
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2025,3,2025-Q3,151,48,214.58
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2025,4,2025-Q4,0,151,100
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2024,1,2024-Q1,6,,
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2024,2,2024-Q2,4,6,33.33
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2024,3,2024-Q3,2,4,50
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2024,4,2024-Q4,11,2,450
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2025,1,2025-Q1,10,11,9.09
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2025,2,2025-Q2,4,10,60
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2025,3,2025-Q3,22,4,450
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2025,4,2025-Q4,0,22,100
2W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,2024,1,2024-Q1,0,,
2W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,2024,2,2024-Q2,1,0,
2W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,2024,3,2024-Q3,0,1,100
2W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,2024,4,2024-Q4,0,0,
2W,CLASSIC (INDIA) MOTORS,2024,1,2024-Q1,1,,
2W,CLASSIC (INDIA) MOTORS,2024,2,2024-Q2,0,1,100
2W,CLASSIC (INDIA) MOTORS,2024,3,2024-Q3,0,0,
2W,CLASSIC (INDIA) MOTORS,2024,4,2024-Q4,0,0,
2W,CLASSIC LEGENDS PVT LTD,2023,1,2023-Q1,0,,
2W,CLASSIC LEGENDS PVT LTD,2023,2,2023-Q2,0,0,
2W,CLASSIC LEGENDS PVT LTD,2023,3,2023-Q3,0,0,
2W,CLASSIC LEGENDS PVT LTD,2023,4,2023-Q4,0,0,
2W,CLASSIC LEGENDS PVT LTD,2024,1,2024-Q1,0,0,
2W,CLASSIC LEGENDS PVT LTD,2024,2,2024-Q2,0,0,
2W,CLASSIC LEGENDS PVT LTD,2024,3,2024-Q3,0,0,
2W,CLASSIC LEGENDS PVT LTD,2024,4,2024-Q4,0,0,
2W,CLASSIC LEGENDS PVT LTD,2025,1,2025-Q1,0,0,
2W,CLASSIC LEGENDS PVT LTD,2025,2,2025-Q2,0,0,
2W,CLASSIC LEGENDS PVT LTD,2025,3,2025-Q3,711,0,
2W,CLASSIC LEGENDS PVT LTD,2025,4,2025-Q4,0,711,100
2W,DAO EVTECH PRIVATE LIMITED,2023,1,2023-Q1,72,,
2W,DAO EVTECH PRIVATE LIMITED,2023,2,2023-Q2,71,72,1.39
2W,DAO EVTECH PRIVATE LIMITED,2023,3,2023-Q3,83,71,16.9
2W,DAO EVTECH PRIVATE LIMITED,2023,4,2023-Q4,57,83,31.33
2W,DAO EVTECH PRIVATE LIMITED,2024,1,2024-Q1,48,57,15.79
2W,DAO EVTECH PRIVATE LIMITED,2024,2,2024-Q2,22,48,54.17
2W,DAO EVTECH PRIVATE LIMITED,2024,3,2024-Q3,8,22,63.64
2W,DAO EVTECH PRIVATE LIMITED,2024,4,2024-Q4,2,8,75
2W,DAO EVTECH PRIVATE LIMITED,2025,1,2025-Q1,2,2,0
2W,DAO EVTECH PRIVATE LIMITED,2025,2,2025-Q2,0,2,100
2W,DAO EVTECH PRIVATE LIMITED,2025,3,2025-Q3,6,0,
2W,DAO EVTECH PRIVATE LIMITED,2025,4,2025-Q4,0,6,100
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2023,1,2023-Q1,0,,
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2023,2,2023-Q2,0,0,
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2023,3,2023-Q3,0,0,
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2023,4,2023-Q4,11,0,
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,1,2024-Q1,1,11,90.91
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,2,2024-Q2,0,1,100
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,3,2024-Q3,1,0,
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,4,2024-Q4,6,1,500
2W,DUCATI INDIA PVT LTD,2023,1,2023-Q1,88,,
2W,DUCATI INDIA PVT LTD,2023,2,2023-Q2,88,88,0
2W,DUCATI INDIA PVT LTD,2023,3,2023-Q3,83,88,5.68
2W,DUCATI INDIA PVT LTD,2023,4,2023-Q4,100,83,20.48
2W,DUCATI INDIA PVT LTD,2024,1,2024-Q1,114,100,14
2W,DUCATI INDIA PVT LTD,2024,2,2024-Q2,99,114,13.16
2W,DUCATI INDIA PVT LTD,2024,3,2024-Q3,75,99,24.24
2W,DUCATI INDIA PVT LTD,2024,4,2024-Q4,80,75,6.67
2W,DUCATI INDIA PVT LTD,2025,1,2025-Q1,102,80,27.5
2W,DUCATI INDIA PVT LTD,2025,2,2025-Q2,82,102,19.61
2W,DUCATI INDIA PVT LTD,2025,3,2025-Q3,268,82,226.83
2W,DUCATI INDIA PVT LTD,2025,4,2025-Q4,0,268,100
2W,DUCATI MOTOR HOLDING S.P.A,2023,1,2023-Q1,0,,
2W,DUCATI MOTOR HOLDING S.P.A,2023,2,2023-Q2,0,0,
2W,DUCATI MOTOR HOLDING S.P.A,2023,3,2023-Q3,0,0,
2W,DUCATI MOTOR HOLDING S.P.A,2023,4,2023-Q4,1,0,
2W,DUCATI MOTOR HOLDING S.P.A,2024,1,2024-Q1,1,1,0
2W,DUCATI MOTOR HOLDING S.P.A,2024,2,2024-Q2,0,1,100
2W,DUCATI MOTOR HOLDING S.P.A,2024,3,2024-Q3,0,0,
2W,DUCATI MOTOR HOLDING S.P.A,2024,4,2024-Q4,0,0,
2W,DURGA FILTERS PVT LTD,2023,1,2023-Q1,0,,
2W,DURGA FILTERS PVT LTD,2023,2,2023-Q2,0,0,
2W,DURGA FILTERS PVT LTD,2023,3,2023-Q3,0,0,
2W,DURGA FILTERS PVT LTD,2023,4,2023-Q4,2,0,
2W,DURGA FILTERS PVT LTD,2024,1,2024-Q1,0,2,100
2W,DURGA FILTERS PVT LTD,2024,2,2024-Q2,0,0,
2W,DURGA FILTERS PVT LTD,2024,3,2024-Q3,1,0,
2W,DURGA FILTERS PVT LTD,2024,4,2024-Q4,4,1,300
2W,DURGA FILTERS PVT LTD,2025,1,2025-Q1,2,4,50
2W,DURGA FILTERS PVT LTD,2025,2,2025-Q2,1,2,50
2W,DURGA FILTERS PVT LTD,2025,3,2025-Q3,3,1,200
2W,DURGA FILTERS PVT LTD,2025,4,2025-Q4,0,3,100
2W,E ROYCE MOTORS INDIA PVT LTD,2023,1,2023-Q1,0,,
2W,E ROYCE MOTORS INDIA PVT LTD,2023,2,2023-Q2,1,0,
2W,E ROYCE MOTORS INDIA PVT LTD,2023,3,2023-Q3,1,1,0
2W,E ROYCE MOTORS INDIA PVT LTD,2023,4,2023-Q4,3,1,200
2W,E ROYCE MOTORS INDIA PVT LTD,2024,1,2024-Q1,0,3,100
2W,E ROYCE MOTORS INDIA PVT LTD,2024,2,2024-Q2,0,0,
2W,E ROYCE MOTORS INDIA PVT LTD,2024,3,2024-Q3,0,0,
2W,E ROYCE MOTORS INDIA PVT LTD,2024,4,2024-Q4,1,0,
2W,E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2024,1,2024-Q1,1,,
2W,E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2024,2,2024-Q2,0,1,100
2W,E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2024,3,2024-Q3,0,0,
2W,E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2024,4,2024-Q4,0,0,
2W,E-SPRINTO GREEN ENERGY PVT LTD,2023,1,2023-Q1,0,,
2W,E-SPRINTO GREEN ENERGY PVT LTD,2023,2,2023-Q2,14,0,
2W,E-SPRINTO GREEN ENERGY PVT LTD,2023,3,2023-Q3,61,14,335.71
2W,E-SPRINTO GREEN ENERGY PVT LTD,2023,4,2023-Q4,41,61,32.79
2W,E-SPRINTO GREEN ENERGY PVT LTD,2024,1,2024-Q1,28,41,31.71
2W,E-SPRINTO GREEN ENERGY PVT LTD,2024,2,2024-Q2,17,28,39.29
2W,E-SPRINTO GREEN ENERGY PVT LTD,2024,3,2024-Q3,525,17,2988.24
2W,E-SPRINTO GREEN ENERGY PVT LTD,2024,4,2024-Q4,312,525,40.57
2W,E-SPRINTO GREEN ENERGY PVT LTD,2025,1,2025-Q1,555,312,77.88
2W,E-SPRINTO GREEN ENERGY PVT LTD,2025,2,2025-Q2,507,555,8.65
2W,E-SPRINTO GREEN ENERGY PVT LTD,2025,3,2025-Q3,3,507,99.41
2W,E-SPRINTO GREEN ENERGY PVT LTD,2025,4,2025-Q4,0,3,100
2W,ECO FUEL SYSTEMS (I) PVT LTD,2023,1,2023-Q1,149,,
2W,ECO FUEL SYSTEMS (I) PVT LTD,2023,2,2023-Q2,116,149,22.15
2W,ECO FUEL SYSTEMS (I) PVT LTD,2023,3,2023-Q3,198,116,70.69
2W,ECO FUEL SYSTEMS (I) PVT LTD,2023,4,2023-Q4,132,198,33.33
2W,ECO FUEL SYSTEMS (I) PVT LTD,2024,1,2024-Q1,57,132,56.82
2W,ECO FUEL SYSTEMS (I) PVT LTD,2024,2,2024-Q2,56,57,1.75
2W,ECO FUEL SYSTEMS (I) PVT LTD,2024,3,2024-Q3,38,56,32.14
2W,ECO FUEL SYSTEMS (I) PVT LTD,2024,4,2024-Q4,41,38,7.89
2W,ECO FUEL SYSTEMS (I) PVT LTD,2025,1,2025-Q1,50,41,21.95
2W,ECO FUEL SYSTEMS (I) PVT LTD,2025,2,2025-Q2,37,50,26
2W,ECO FUEL SYSTEMS (I) PVT LTD,2025,3,2025-Q3,113,37,205.41
2W,ECO FUEL SYSTEMS (I) PVT LTD,2025,4,2025-Q4,0,113,100
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2024,1,2024-Q1,23,,
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2024,2,2024-Q2,19,23,17.39
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2024,3,2024-Q3,8,19,57.89
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2024,4,2024-Q4,9,8,12.5
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2025,1,2025-Q1,8,9,11.11
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2025,2,2025-Q2,7,8,12.5
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2025,3,2025-Q3,23,7,228.57
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2025,4,2025-Q4,0,23,100
2W,ECOPLANET MOTORS PVT LTD,2025,1,2025-Q1,0,,
2W,ECOPLANET MOTORS PVT LTD,2025,2,2025-Q2,1,0,
2W,ECOPLANET MOTORS PVT LTD,2025,3,2025-Q3,1,1,0
2W,ECOPLANET MOTORS PVT LTD,2025,4,2025-Q4,0,1,100
2W,EICHER MOTORS LTD,2024,1,2024-Q1,1,,
2W,EICHER MOTORS LTD,2024,2,2024-Q2,0,1,100
2W,EICHER MOTORS LTD,2024,3,2024-Q3,0,0,
2W,EICHER MOTORS LTD,2024,4,2024-Q4,0,0,
2W,ELECTRECA VEHICLES,2023,1,2023-Q1,34,,
2W,ELECTRECA VEHICLES,2023,2,2023-Q2,22,34,35.29
2W,ELECTRECA VEHICLES,2023,3,2023-Q3,14,22,36.36
2W,ELECTRECA VEHICLES,2023,4,2023-Q4,3,14,78.57
2W,ELECTRECA VEHICLES,2024,1,2024-Q1,36,3,1100
2W,ELECTRECA VEHICLES,2024,2,2024-Q2,3,36,91.67
2W,ELECTRECA VEHICLES,2024,3,2024-Q3,1,3,66.67
2W,ELECTRECA VEHICLES,2024,4,2024-Q4,0,1,100
2W,ELECTRECA VEHICLES,2025,1,2025-Q1,1,0,
2W,ELECTRECA VEHICLES,2025,2,2025-Q2,0,1,100
2W,ELECTRECA VEHICLES,2025,3,2025-Q3,1,0,
2W,ELECTRECA VEHICLES,2025,4,2025-Q4,0,1,100
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2023,1,2023-Q1,2,,
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2023,2,2023-Q2,15,2,650
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2023,3,2023-Q3,19,15,26.67
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2023,4,2023-Q4,7,19,63.16
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2024,1,2024-Q1,2,7,71.43
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2024,2,2024-Q2,0,2,100
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2024,3,2024-Q3,1,0,
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2024,4,2024-Q4,2,1,100
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2025,1,2025-Q1,18,2,800
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2025,2,2025-Q2,17,18,5.56
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2025,3,2025-Q3,41,17,141.18
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2025,4,2025-Q4,0,41,100
2W,ELECTROTHERM (INDIA) LIMITED,2025,1,2025-Q1,0,,
2W,ELECTROTHERM (INDIA) LIMITED,2025,2,2025-Q2,10,0,
2W,ELECTROTHERM (INDIA) LIMITED,2025,3,2025-Q3,10,10,0
2W,ELECTROTHERM (INDIA) LIMITED,2025,4,2025-Q4,0,10,100
2W,ELEGO MOTORS PVT LTD,2024,1,2024-Q1,0,,
2W,ELEGO MOTORS PVT LTD,2024,2,2024-Q2,0,0,
2W,ELEGO MOTORS PVT LTD,2024,3,2024-Q3,12,0,
2W,ELEGO MOTORS PVT LTD,2024,4,2024-Q4,17,12,41.67
2W,ELEGO MOTORS PVT LTD,2025,1,2025-Q1,6,17,64.71
2W,ELEGO MOTORS PVT LTD,2025,2,2025-Q2,9,6,50
2W,ELEGO MOTORS PVT LTD,2025,3,2025-Q3,15,9,66.67
2W,ELEGO MOTORS PVT LTD,2025,4,2025-Q4,0,15,100
2W,ELTHOR ENERGY PRIVATE LIMITED,2023,1,2023-Q1,102,,
2W,ELTHOR ENERGY PRIVATE LIMITED,2023,2,2023-Q2,60,102,41.18
2W,ELTHOR ENERGY PRIVATE LIMITED,2023,3,2023-Q3,36,60,40
2W,ELTHOR ENERGY PRIVATE LIMITED,2023,4,2023-Q4,32,36,11.11
2W,ELTHOR ENERGY PRIVATE LIMITED,2024,1,2024-Q1,23,32,28.12
2W,ELTHOR ENERGY PRIVATE LIMITED,2024,2,2024-Q2,19,23,17.39
2W,ELTHOR ENERGY PRIVATE LIMITED,2024,3,2024-Q3,100,19,426.32
2W,ELTHOR ENERGY PRIVATE LIMITED,2024,4,2024-Q4,61,100,39
2W,ELTHOR ENERGY PRIVATE LIMITED,2025,1,2025-Q1,30,61,50.82
2W,ELTHOR ENERGY PRIVATE LIMITED,2025,2,2025-Q2,0,30,100
2W,ELTHOR ENERGY PRIVATE LIMITED,2025,3,2025-Q3,50,0,
2W,ELTHOR ENERGY PRIVATE LIMITED,2025,4,2025-Q4,0,50,100
2W,EMOBI MANUFACTURY PRIVATE LIMITED,2025,1,2025-Q1,0,,
2W,EMOBI MANUFACTURY PRIVATE LIMITED,2025,2,2025-Q2,0,0,
2W,EMOBI MANUFACTURY PRIVATE LIMITED,2025,3,2025-Q3,34,0,
2W,EMOBI MANUFACTURY PRIVATE LIMITED,2025,4,2025-Q4,0,34,100
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2023,1,2023-Q1,117,,
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2023,2,2023-Q2,99,117,15.38
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2023,3,2023-Q3,138,99,39.39
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2023,4,2023-Q4,118,138,14.49
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2024,1,2024-Q1,113,118,4.24
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2024,2,2024-Q2,87,113,23.01
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2024,3,2024-Q3,111,87,27.59
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2024,4,2024-Q4,147,111,32.43
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2025,1,2025-Q1,96,147,34.69
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2025,2,2025-Q2,59,96,38.54
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2025,3,2025-Q3,175,59,196.61
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2025,4,2025-Q4,0,175,100
2W,ENIGMA AUTOMOBILES PVT LTD,2023,1,2023-Q1,0,,
2W,ENIGMA AUTOMOBILES PVT LTD,2023,2,2023-Q2,0,0,
2W,ENIGMA AUTOMOBILES PVT LTD,2023,3,2023-Q3,0,0,
2W,ENIGMA AUTOMOBILES PVT LTD,2023,4,2023-Q4,2,0,
2W,ENIGMA AUTOMOBILES PVT LTD,2024,1,2024-Q1,4,2,100
2W,ENIGMA AUTOMOBILES PVT LTD,2024,2,2024-Q2,7,4,75
2W,ENIGMA AUTOMOBILES PVT LTD,2024,3,2024-Q3,5,7,28.57
2W,ENIGMA AUTOMOBILES PVT LTD,2024,4,2024-Q4,0,5,100
2W,ESCORTS CONSTRUCTION EQUIPMENT LTD,2024,1,2024-Q1,0,,
2W,ESCORTS CONSTRUCTION EQUIPMENT LTD,2024,2,2024-Q2,2,0,
2W,ESCORTS CONSTRUCTION EQUIPMENT LTD,2024,3,2024-Q3,1,2,50
2W,ESCORTS CONSTRUCTION EQUIPMENT LTD,2024,4,2024-Q4,0,1,100
2W,ESCORTS LTD,2025,1,2025-Q1,0,,
2W,ESCORTS LTD,2025,2,2025-Q2,0,0,
2W,ESCORTS LTD,2025,3,2025-Q3,2,0,
2W,ESCORTS LTD,2025,4,2025-Q4,0,2,100
2W,ESCORTS R&D CENTRE,2023,1,2023-Q1,0,,
2W,ESCORTS R&D CENTRE,2023,2,2023-Q2,1,0,
2W,ESCORTS R&D CENTRE,2023,3,2023-Q3,1,1,0
2W,ESCORTS R&D CENTRE,2023,4,2023-Q4,2,1,100
2W,ESCORTS R&D CENTRE,2024,1,2024-Q1,0,2,100
2W,ESCORTS R&D CENTRE,2024,2,2024-Q2,2,0,
2W,ESCORTS R&D CENTRE,2024,3,2024-Q3,1,2,50
2W,ESCORTS R&D CENTRE,2024,4,2024-Q4,0,1,100
2W,ESSEL ENERGY INFRA PVT LTD,2024,1,2024-Q1,0,,
2W,ESSEL ENERGY INFRA PVT LTD,2024,2,2024-Q2,1,0,
2W,ESSEL ENERGY INFRA PVT LTD,2024,3,2024-Q3,0,1,100
2W,ESSEL ENERGY INFRA PVT LTD,2024,4,2024-Q4,2,0,
2W,ESSEL ENERGY INFRA PVT LTD,2025,1,2025-Q1,5,2,150
2W,ESSEL ENERGY INFRA PVT LTD,2025,2,2025-Q2,1,5,80
2W,ESSEL ENERGY INFRA PVT LTD,2025,3,2025-Q3,6,1,500
2W,ESSEL ENERGY INFRA PVT LTD,2025,4,2025-Q4,0,6,100
2W,EVTRIC MOTORS PVT LTD,2023,1,2023-Q1,145,,
2W,EVTRIC MOTORS PVT LTD,2023,2,2023-Q2,170,145,17.24
2W,EVTRIC MOTORS PVT LTD,2023,3,2023-Q3,152,170,10.59
2W,EVTRIC MOTORS PVT LTD,2023,4,2023-Q4,73,152,51.97
2W,EVTRIC MOTORS PVT LTD,2024,1,2024-Q1,73,73,0
2W,EVTRIC MOTORS PVT LTD,2024,2,2024-Q2,43,73,41.1
2W,EVTRIC MOTORS PVT LTD,2024,3,2024-Q3,10,43,76.74
2W,EVTRIC MOTORS PVT LTD,2024,4,2024-Q4,9,10,10
2W,EVTRIC MOTORS PVT LTD,2025,1,2025-Q1,12,9,33.33
2W,EVTRIC MOTORS PVT LTD,2025,2,2025-Q2,24,12,100
2W,EVTRIC MOTORS PVT LTD,2025,3,2025-Q3,44,24,83.33
2W,EVTRIC MOTORS PVT LTD,2025,4,2025-Q4,0,44,100
2W,EXERVAL PVT LTD,2023,1,2023-Q1,26,,
2W,EXERVAL PVT LTD,2023,2,2023-Q2,24,26,7.69
2W,EXERVAL PVT LTD,2023,3,2023-Q3,24,24,0
2W,EXERVAL PVT LTD,2023,4,2023-Q4,9,24,62.5
2W,EXERVAL PVT LTD,2024,1,2024-Q1,6,9,33.33
2W,EXERVAL PVT LTD,2024,2,2024-Q2,5,6,16.67
2W,EXERVAL PVT LTD,2024,3,2024-Q3,2,5,60
2W,EXERVAL PVT LTD,2024,4,2024-Q4,1,2,50
2W,EXERVAL PVT LTD,2025,1,2025-Q1,6,1,500
